woman,age,education,work,metropolitan_area,non_white,urban,work_permit,poverty
1,44,2,2,0,1,1,1,0
0,22,5,2,0,1,1,1,0
1,32,7,6,0,0,1,2,0
1,30,7,6,0,0,1,2,0
0,35,7,4,0,0,1,1,0
1,32,5,8,0,0,1,2,0
0,30,7,4,0,0,1,1,0
0,46,2,5,0,0,1,2,0
1,44,7,8,0,0,1,2,0
0,48,2,2,0,0,1,1,0
0,22,4,3,0,0,1,1,0
0,48,2,5,0,0,1,1,0
1,53,3,2,0,1,1,1,0
1,30,5,2,0,1,1,1,0
0,34,2,2,0,1,1,1,0
1,29,3,7,0,0,1,1,0
0,45,2,4,0,0,1,1,1
0,31,6,3,0,0,1,2,0
1,32,6,9,0,0,1,0,0
0,41,2,1,0,0,1,1,1
0,22,4,1,0,0,1,1,0
0,30,4,3,0,0,1,1,0
1,24,4,2,0,0,1,1,0
1,29,2,6,0,0,1,1,0
0,31,2,2,0,0,1,1,0
0,46,5,4,0,1,1,2,1
1,40,5,4,0,0,1,1,0
0,44,2,3,0,0,1,2,0
1,69,2,4,0,0,1,2,0
1,41,5,2,0,0,1,1,0
0,20,3,2,0,0,1,1,0
0,41,2,3,0,1,1,1,0
0,18,2,2,0,1,1,1,0
1,45,3,9,0,0,1,1,0
1,27,7,4,0,0,1,2,0
0,30,7,2,0,0,1,1,0
0,37,5,2,0,0,1,1,0
1,33,7,2,0,0,1,1,0
0,50,2,3,0,0,1,2,0
1,35,6,7,0,0,1,1,0
0,38,7,3,0,0,1,1,0
0,68,2,2,0,0,1,1,0
0,58,4,1,0,0,0,2,0
0,31,2,1,0,1,0,2,1
1,40,5,1,0,1,0,2,1
0,67,2,1,0,0,0,2,1
0,26,3,1,0,0,0,2,1
0,25,4,1,0,0,0,2,1
0,30,2,1,0,0,0,2,1
0,59,2,1,0,1,0,2,1
0,47,2,11,0,1,0,1,0
1,48,5,2,1,0,1,2,0
1,25,6,9,1,0,1,0,0
0,60,5,3,1,1,1,2,0
1,35,6,6,1,1,1,2,0
0,59,5,8,1,0,1,2,0
1,41,5,2,1,0,1,0,0
0,27,6,5,1,0,1,0,0
1,27,6,2,1,0,1,0,0
0,49,3,10,1,0,1,2,0
0,25,5,7,1,1,1,2,0
1,62,5,4,1,0,1,2,0
1,34,5,4,0,0,1,1,1
1,41,5,11,0,1,1,1,0
0,33,5,1,0,0,1,2,0
1,27,7,8,0,0,1,2,0
0,28,5,5,0,0,1,1,0
1,28,7,7,0,1,1,2,0
0,70,5,1,0,0,1,2,0
1,54,7,9,0,0,1,2,0
0,55,3,9,0,1,1,2,0
0,62,5,4,0,0,1,1,0
1,27,7,7,0,0,1,1,0
0,27,7,7,0,0,1,0,0
1,35,3,4,0,0,1,1,0
0,22,4,4,0,0,1,1,0
1,29,5,4,0,0,1,1,0
0,34,5,9,0,0,1,2,0
1,37,5,8,0,0,1,2,0
0,39,7,9,0,0,1,2,0
0,55,5,8,0,0,1,2,0
1,55,5,9,0,0,1,2,0
1,24,6,4,0,0,1,1,0
0,37,5,8,0,1,1,2,0
0,53,5,4,1,0,1,2,0
1,45,7,7,1,0,1,0,0
0,59,7,8,1,0,1,2,0
0,56,7,8,1,0,1,2,0
0,80,2,11,1,0,1,0,0
0,43,7,7,1,0,1,2,0
0,51,7,7,1,0,1,2,0
0,57,5,6,1,0,1,2,0
0,69,7,3,1,0,1,2,0
1,52,7,3,1,1,1,0,0
0,58,3,1,0,0,0,2,1
0,33,5,1,0,0,0,2,1
1,31,7,1,0,0,0,2,1
0,39,2,1,0,0,0,2,1
0,52,2,1,0,0,0,1,0
0,63,3,1,0,0,0,2,1
0,60,2,1,0,0,0,2,0
0,31,3,3,0,0,1,2,0
1,25,6,4,0,1,1,1,1
1,38,3,2,0,1,1,1,1
1,40,2,1,0,0,1,0,1
1,47,2,2,0,1,1,1,0
0,47,2,3,0,1,1,2,0
1,34,4,2,0,0,1,1,1
1,39,2,2,0,1,1,1,1
0,43,2,2,0,1,1,1,1
0,64,3,4,0,0,1,2,0
1,46,4,9,0,0,1,2,0
0,45,2,3,0,0,1,2,0
1,45,3,2,0,0,1,1,0
1,34,2,4,0,1,1,0,1
1,31,5,2,0,1,1,1,0
0,37,4,3,0,1,1,1,0
1,53,2,11,0,0,1,1,0
1,24,5,2,0,0,1,1,0
1,38,5,4,1,0,1,1,1
0,26,4,5,1,0,1,2,1
0,53,2,1,0,0,0,2,0
0,55,2,1,0,0,0,2,0
1,47,2,1,0,0,0,2,0
0,62,2,1,0,0,0,2,0
0,63,2,1,0,0,0,2,0
0,62,2,6,0,0,0,2,1
0,63,2,1,0,1,0,0,0
0,42,2,3,0,0,0,2,0
1,38,2,4,0,0,0,2,1
0,50,2,1,0,0,0,1,0
0,50,2,1,0,0,0,2,0
0,42,1,2,0,1,0,2,0
1,22,2,11,0,1,0,0,1
0,30,2,1,0,1,0,0,1
1,49,7,9,1,0,0,0,0
0,56,2,4,1,0,0,2,1
0,23,5,1,1,0,0,2,1
1,37,3,10,0,1,1,2,0
0,46,3,4,0,0,1,1,1
1,32,5,6,0,0,1,1,1
1,48,2,6,0,0,1,2,0
0,29,6,7,0,0,1,2,0
1,20,6,6,0,1,1,0,1
0,30,6,7,0,0,1,1,0
0,39,7,2,1,0,1,1,0
0,37,7,4,1,0,1,1,0
0,48,7,7,1,0,1,2,0
0,37,7,7,1,0,1,2,0
1,45,7,9,1,0,1,2,0
0,69,7,7,1,0,1,2,0
1,63,7,8,1,0,1,0,0
0,44,3,1,1,0,1,2,0
1,41,5,1,1,0,1,2,0
0,59,5,2,1,0,1,1,0
0,17,4,2,1,0,1,0,0
1,34,6,4,0,0,1,1,0
0,41,3,1,0,0,1,2,0
0,64,2,1,0,0,1,2,0
1,61,5,10,0,0,1,2,0
0,34,5,4,0,0,1,1,0
1,30,5,10,0,0,1,2,0
1,21,7,4,0,0,1,1,1
0,50,3,4,0,1,1,1,0
0,38,5,2,0,0,1,1,0
1,32,5,10,0,0,1,0,0
1,20,5,10,0,0,1,2,0
0,30,7,8,0,0,1,2,0
1,23,7,4,0,0,1,1,0
0,52,5,7,0,0,1,1,0
1,55,2,11,0,0,1,1,0
0,24,7,7,0,0,1,1,0
0,37,7,8,0,1,1,0,0
1,37,7,8,0,0,1,0,0
0,25,7,7,0,0,1,1,0
1,25,7,9,0,0,1,2,0
0,61,3,2,0,0,1,2,0
0,16,3,2,0,0,1,1,0
1,44,7,9,0,0,1,2,0
1,41,7,9,0,0,1,2,0
0,29,7,4,0,0,1,2,0
1,26,7,9,0,0,1,2,0
0,34,5,6,0,0,1,1,0
0,25,3,2,0,0,1,1,0
1,26,7,4,0,1,1,1,0
1,38,7,5,1,1,0,1,0
0,58,2,5,1,0,0,2,0
1,23,7,9,0,0,0,0,0
1,29,7,9,0,0,0,0,0
0,54,5,1,0,0,0,2,0
1,51,7,9,0,0,0,2,0
1,39,7,2,0,1,0,1,0
0,33,7,5,0,0,0,2,0
0,66,2,1,0,0,0,2,0
0,66,2,1,0,0,0,2,0
1,29,7,10,0,0,0,0,0
0,29,5,2,0,0,0,1,0
0,60,2,4,0,0,1,2,0
1,62,5,7,0,0,1,1,0
1,27,7,9,0,0,1,0,0
1,51,7,9,0,0,1,2,0
0,32,7,8,0,0,1,2,0
0,29,7,6,0,0,1,2,0
1,27,5,6,0,0,1,2,0
0,63,7,9,0,0,1,2,0
0,51,6,3,0,1,1,1,0
1,44,7,8,0,1,1,2,0
0,19,6,9,0,1,1,0,0
0,39,7,9,0,0,1,0,0
1,41,2,11,0,0,1,0,1
0,20,4,3,0,0,1,0,1
0,35,5,7,0,0,1,2,0
0,30,5,2,0,0,1,1,0
1,38,5,2,0,0,1,2,1
0,35,2,3,0,0,1,1,1
0,21,5,3,0,0,1,0,0
1,51,2,7,0,1,1,1,0
0,27,7,5,0,0,1,2,0
1,27,3,10,0,0,1,2,0
0,63,5,1,0,0,0,2,0
0,57,2,1,0,0,0,0,0
0,57,2,1,0,0,0,2,0
0,57,2,1,0,0,0,0,1
0,57,4,1,0,0,0,2,0
0,62,2,1,0,1,0,2,1
0,52,3,1,0,1,0,1,0
0,41,2,1,0,0,0,1,1
0,54,7,9,0,0,0,2,0
0,38,2,1,0,0,0,1,0
0,54,2,1,0,0,0,1,0
1,51,2,1,0,0,0,1,0
0,42,2,1,0,1,0,1,0
1,30,5,11,0,0,0,1,0
0,25,4,1,0,1,0,1,0
1,26,7,7,1,0,1,2,0
0,28,5,3,1,1,1,2,0
1,56,5,4,1,0,1,2,0
0,25,7,7,1,1,1,1,0
1,26,7,4,1,1,1,1,0
0,72,5,3,1,0,1,2,0
0,26,5,8,0,1,1,2,0
1,40,5,4,0,0,1,1,1
0,36,5,7,0,0,1,1,1
0,20,4,6,0,1,1,2,1
0,46,2,4,0,0,1,2,0
1,25,7,9,0,0,1,0,0
0,27,5,5,0,0,1,1,0
0,43,2,2,0,1,1,1,0
0,49,2,3,0,1,1,2,0
0,60,1,6,0,0,1,2,0
0,26,6,4,0,1,1,2,0
1,29,7,9,0,1,1,2,0
0,53,2,2,0,0,1,2,0
1,30,7,9,0,0,1,0,0
0,70,2,2,0,0,1,2,0
0,47,5,3,1,1,1,1,0
1,35,6,4,1,1,1,1,0
0,53,2,5,1,1,1,2,0
0,28,5,2,1,1,1,1,0
1,33,6,6,1,1,1,1,0
0,56,2,5,1,0,1,2,0
0,23,6,5,1,0,1,2,0
1,25,6,9,1,0,1,1,0
0,50,2,5,1,0,1,2,1
1,44,6,10,1,1,1,0,1
0,78,5,7,1,1,1,2,0
0,20,5,7,1,0,1,2,0
0,67,7,8,1,1,1,2,0
0,56,6,9,1,0,1,2,0
1,54,6,9,1,1,1,0,0
0,49,7,7,1,0,1,1,0
1,59,5,8,1,0,1,0,0
1,48,5,4,1,0,1,1,0
0,54,5,3,1,1,1,2,0
1,44,7,9,1,1,1,0,0
0,51,5,8,1,1,1,0,0
1,45,6,8,1,0,1,0,0
0,53,3,3,0,1,1,2,0
1,55,3,11,0,1,1,0,0
0,36,6,4,0,0,1,1,0
1,57,7,9,0,1,1,2,0
0,55,5,4,0,0,1,2,0
1,49,7,9,0,0,1,2,0
0,53,5,4,0,0,1,2,0
0,43,5,3,1,1,1,2,0
0,44,2,4,1,0,1,2,0
0,47,7,7,1,0,1,2,0
0,40,7,9,0,0,1,2,0
1,35,5,6,0,0,1,2,0
1,63,7,9,0,1,1,2,0
0,25,5,7,0,0,1,2,0
0,54,7,4,0,1,1,2,0
1,52,7,4,0,0,1,2,0
0,58,5,4,0,0,1,2,0
1,52,5,4,0,0,1,2,0
1,69,2,6,0,0,1,2,1
0,73,2,6,0,0,1,2,1
0,40,2,4,1,0,1,1,0
1,30,5,9,1,1,1,2,0
0,43,5,4,1,1,1,2,0
0,69,3,1,0,1,0,2,0
1,67,2,1,0,0,0,2,0
1,42,5,11,0,1,0,1,0
0,40,2,11,0,1,0,1,0
1,33,4,10,0,1,0,1,0
0,49,2,1,0,1,0,1,0
0,41,2,1,0,1,0,1,0
0,48,4,10,0,1,0,1,0
1,33,3,6,0,1,0,1,0
0,41,2,1,0,1,0,1,0
1,33,5,1,0,1,0,1,0
0,35,4,1,0,1,0,1,0
1,30,2,11,0,0,0,1,0
0,29,5,1,0,0,0,0,0
0,47,2,1,0,0,0,1,0
0,36,2,3,0,1,1,0,0
1,36,2,11,0,1,1,0,0
1,30,3,11,0,1,1,0,0
0,53,3,3,0,1,1,2,0
0,57,5,4,0,0,1,2,0
1,51,2,4,0,0,1,2,0
0,50,4,4,0,1,1,2,0
1,35,7,9,0,1,1,1,0
0,27,5,1,0,1,1,1,0
1,26,5,2,0,1,1,1,0
0,41,5,3,0,1,1,2,1
0,66,3,6,0,1,1,2,0
1,34,7,9,0,0,1,2,0
1,41,5,4,1,1,1,2,0
0,45,5,4,1,1,1,1,0
1,59,3,6,1,1,1,2,1
0,23,5,8,1,1,1,2,0
1,39,6,7,1,0,1,1,0
1,50,7,4,1,1,1,1,0
0,21,6,4,1,1,1,1,0
1,33,7,9,1,1,1,0,0
0,16,2,4,1,0,1,1,0
0,37,2,1,0,1,0,1,1
0,36,2,1,0,0,0,1,0
1,18,5,1,0,1,0,1,0
0,32,3,1,0,0,0,1,0
1,36,5,11,0,0,0,1,0
0,52,2,11,0,1,0,1,0
1,36,2,11,0,1,0,1,0
0,25,5,1,0,1,0,1,0
1,19,5,1,0,1,0,1,0
0,34,2,1,0,0,0,1,1
0,49,3,1,0,1,0,1,0
0,64,5,4,0,1,1,2,0
0,19,5,9,0,1,1,0,0
1,26,7,4,0,0,1,1,0
0,42,7,9,0,0,1,0,0
0,17,2,1,0,1,1,0,0
0,37,2,3,0,1,1,2,1
0,20,5,1,0,1,1,0,1
0,42,3,1,0,1,1,2,1
1,37,7,9,0,1,1,0,1
0,45,5,2,0,1,1,2,0
0,42,7,8,0,0,1,2,0
1,56,5,2,0,1,1,2,1
0,33,7,9,0,0,1,1,0
1,34,7,1,0,0,1,0,0
0,33,7,1,0,1,1,2,0
0,32,7,8,0,0,1,2,0
0,29,7,9,0,0,1,0,0
1,46,7,9,1,1,1,0,0
0,29,4,4,1,1,1,0,0
0,46,5,9,1,0,1,1,0
0,19,5,4,1,0,1,1,0
1,28,3,11,1,1,1,0,1
0,30,7,7,0,1,1,2,0
1,30,7,7,0,1,1,2,0
1,56,5,2,0,1,1,2,0
0,56,2,3,0,1,1,2,0
0,47,7,7,0,1,1,2,0
0,54,5,4,0,0,1,2,0
1,53,7,9,0,0,1,2,0
0,35,5,4,0,0,1,2,0
1,33,7,9,0,0,1,2,0
0,49,7,1,0,0,1,2,0
1,34,7,4,0,0,1,2,0
0,54,7,8,1,1,1,2,0
0,38,7,9,1,1,1,1,0
1,34,7,9,1,0,1,2,0
1,38,7,7,1,0,1,1,0
0,32,3,7,1,1,1,1,0
1,42,7,9,0,1,1,2,0
0,54,2,5,0,0,1,1,0
0,30,7,1,0,0,1,1,0
0,60,2,5,0,1,1,2,1
0,50,3,1,0,1,0,2,0
0,45,2,1,0,0,0,1,0
1,46,2,11,0,1,0,0,0
0,43,2,1,0,1,0,1,1
0,59,2,1,0,1,0,2,0
0,48,2,3,0,0,0,2,0
0,69,2,1,0,0,0,2,0
0,39,2,1,0,1,0,1,0
0,49,2,1,0,0,0,1,0
1,40,3,11,0,0,0,0,0
0,67,5,2,0,0,1,2,0
1,42,2,11,0,1,1,1,0
0,17,3,9,0,0,1,1,0
0,53,2,1,0,1,1,1,0
0,53,2,5,0,1,1,2,0
0,25,5,4,0,0,1,1,0
1,23,7,4,0,0,1,1,0
0,43,7,8,0,1,1,2,0
0,45,2,3,0,1,1,2,0
1,36,3,11,0,1,1,0,0
1,45,2,1,0,0,1,1,0
0,22,6,1,0,1,1,1,0
0,49,2,4,0,1,1,2,1
0,30,5,1,0,0,1,0,0
1,30,5,9,0,1,1,0,0
0,38,5,1,0,1,1,1,0
1,46,5,2,0,1,1,1,0
0,22,5,2,0,0,1,1,0
0,35,2,10,0,1,1,2,0
0,55,5,7,0,1,1,2,0
1,49,7,9,0,1,1,2,0
0,35,4,1,0,1,1,1,0
1,28,5,4,0,0,1,1,0
0,52,5,4,0,1,1,2,0
1,49,7,9,0,1,1,0,0
0,67,2,6,0,0,1,2,0
1,36,7,7,0,0,1,2,0
0,49,7,7,0,0,1,2,0
0,24,2,1,0,1,1,0,0
1,41,5,2,0,1,1,0,0
0,40,2,2,0,0,1,0,0
0,41,5,6,0,1,1,0,0
0,25,5,6,0,0,1,0,0
0,67,2,1,0,0,1,2,0
1,58,7,8,0,0,1,2,0
1,40,4,4,0,0,1,2,0
0,40,5,8,0,1,1,2,0
0,23,5,2,0,1,1,2,1
1,45,2,11,0,1,1,1,0
1,69,2,11,1,1,1,0,1
1,58,5,2,1,0,1,2,1
1,57,5,2,1,1,1,2,1
0,35,5,7,1,1,1,1,0
1,33,5,10,1,0,1,0,0
0,22,2,3,1,0,1,2,1
0,31,5,9,1,1,1,0,1
0,44,5,3,1,1,1,1,0
1,34,7,9,1,1,1,0,0
1,34,6,9,1,1,1,1,0
1,58,2,11,1,1,1,1,0
0,42,7,9,1,1,1,1,1
0,47,2,7,1,1,1,1,0
0,45,2,11,1,1,1,0,0
0,45,2,3,1,1,1,2,0
0,41,4,3,0,1,1,2,0
1,38,5,4,0,0,1,1,0
1,17,4,4,0,0,1,1,0
1,51,7,4,0,1,1,2,0
0,53,7,8,0,1,1,0,0
0,38,7,4,0,1,1,2,0
1,40,7,9,0,0,1,0,0
0,28,5,1,0,0,1,1,0
0,18,5,4,0,1,1,0,0
1,39,7,9,0,0,1,2,1
0,62,7,4,0,0,1,0,0
0,22,5,6,0,1,1,0,1
0,55,2,4,0,1,1,1,0
0,28,5,4,0,1,1,1,0
0,24,5,4,0,1,1,1,0
0,33,5,7,0,1,1,1,0
0,32,5,5,0,0,1,1,0
0,34,5,2,0,0,1,1,0
1,29,7,11,0,0,1,0,0
0,59,5,3,0,0,1,2,0
1,58,7,8,0,0,1,0,0
1,45,5,9,0,1,1,2,0
1,31,7,9,0,1,1,1,0
0,31,5,7,0,1,1,1,0
0,61,2,10,0,1,1,2,0
1,60,4,10,0,0,1,2,0
0,45,3,4,0,0,1,2,0
1,35,5,4,0,1,1,1,0
1,44,2,11,0,0,1,0,0
0,24,4,4,0,0,1,1,1
1,53,2,4,0,0,1,1,0
1,34,4,9,0,0,1,0,0
0,35,5,9,0,0,1,0,0
0,47,3,2,0,1,1,1,0
1,48,2,11,0,0,1,0,1
0,51,3,1,0,0,1,2,0
0,63,2,3,0,1,1,2,0
0,60,2,5,0,1,1,2,1
0,39,5,5,0,1,1,2,1
0,51,2,5,0,1,1,2,1
0,43,5,2,0,1,1,1,0
1,43,7,9,0,1,1,2,0
1,43,6,4,0,1,1,2,1
0,28,5,4,0,0,1,1,0
1,43,3,11,0,0,1,0,1
0,36,3,1,0,0,1,2,1
1,45,7,9,0,0,1,1,0
1,20,7,7,0,0,1,1,0
0,56,5,4,0,0,1,2,0
1,52,7,9,0,0,1,0,0
0,69,7,7,0,0,1,2,0
1,50,7,4,0,0,1,1,1
0,41,7,9,1,0,1,0,0
0,35,2,3,1,1,1,2,1
1,58,6,6,1,1,1,2,1
0,20,5,4,1,0,1,0,0
1,44,7,9,1,1,1,2,0
1,44,7,9,1,1,1,2,0
0,64,2,1,0,0,0,2,0
1,47,5,9,0,0,0,1,0
0,49,2,1,0,1,0,2,0
0,49,2,1,0,1,0,2,0
1,65,2,1,0,1,0,2,0
0,60,2,1,0,0,0,2,1
0,30,6,8,1,1,1,0,0
0,54,5,7,1,1,1,1,0
1,51,5,7,1,1,1,1,0
1,58,2,8,1,1,1,2,0
1,20,5,11,1,1,1,0,0
0,58,5,2,1,1,1,1,1
0,55,2,1,0,0,0,1,0
1,53,2,11,0,0,0,0,0
0,58,2,11,0,0,0,0,0
0,45,2,1,0,1,0,1,0
0,47,2,1,0,0,0,1,0
0,37,4,1,0,0,0,1,0
1,39,6,4,0,0,0,0,0
0,34,3,1,0,1,0,1,1
0,44,2,1,0,0,0,1,0
1,36,7,8,0,0,1,0,0
0,47,7,9,0,0,1,2,0
1,43,7,4,0,1,1,2,0
1,33,7,7,0,0,1,1,0
0,29,6,7,0,0,1,1,0
1,60,7,9,0,1,1,1,0
0,60,7,7,0,1,1,1,0
0,71,7,1,0,0,1,2,0
0,69,7,7,1,0,1,2,0
1,66,7,2,1,0,1,2,0
0,30,6,10,1,0,1,0,0
0,52,7,7,1,1,1,2,0
1,52,7,7,1,1,1,1,0
0,69,2,10,1,1,1,1,0
0,43,5,8,1,1,1,2,0
0,47,5,10,1,1,1,2,0
1,46,2,10,1,0,1,2,0
0,50,2,1,0,0,0,2,0
0,27,2,1,0,1,0,1,0
0,29,5,1,0,1,0,1,0
0,30,2,1,0,1,0,1,0
0,31,3,1,0,0,0,1,0
0,64,2,1,0,1,0,1,0
0,37,2,1,0,1,0,1,0
0,41,2,1,0,1,0,1,0
0,38,2,1,0,1,0,1,1
0,37,5,3,0,1,1,1,1
1,30,7,7,0,0,1,0,0
0,31,7,8,0,1,1,2,0
1,53,2,11,0,1,1,0,1
0,29,5,4,0,1,1,2,0
0,35,5,4,0,0,1,2,0
1,32,6,8,0,0,1,0,0
0,65,2,8,0,0,1,2,0
0,39,5,4,0,1,1,2,0
1,44,7,9,0,1,1,2,0
0,50,5,5,0,0,1,2,0
0,31,7,2,1,0,1,0,0
1,28,7,2,1,0,1,0,0
0,49,3,3,0,0,0,2,0
1,48,3,2,0,0,0,2,0
0,22,3,1,0,0,0,1,1
0,41,2,1,0,1,0,1,0
0,34,5,1,0,1,0,2,0
0,74,2,1,0,0,0,2,1
0,40,6,7,0,0,1,1,0
0,51,5,1,0,0,0,2,0
1,43,5,9,0,0,0,2,0
0,56,2,1,0,1,0,2,0
1,54,7,9,0,0,0,0,0
0,47,5,1,0,1,0,2,1
0,28,2,10,1,1,1,2,0
1,24,5,4,1,0,1,1,0
0,38,7,9,1,1,1,0,0
0,29,7,9,1,0,1,0,0
0,52,4,9,1,0,1,2,0
1,53,2,11,1,0,1,0,0
0,55,2,4,1,1,1,1,0
0,24,6,4,1,0,1,1,0
0,29,5,1,0,1,0,2,1
0,60,2,1,0,1,0,2,0
0,43,2,1,0,1,0,2,0
0,20,5,8,0,1,0,2,0
0,54,4,1,0,1,0,2,0
0,61,2,3,1,1,1,2,0
1,20,5,10,1,0,1,2,0
0,23,2,3,1,1,1,1,0
0,42,5,2,1,0,1,1,0
0,50,5,4,1,1,1,1,0
0,49,5,7,1,0,1,1,0
1,36,5,4,1,0,1,1,0
1,23,5,4,1,0,1,1,0
1,34,5,2,1,1,1,0,1
1,36,5,9,1,1,1,0,1
1,52,6,9,1,0,1,1,0
0,28,6,2,1,0,1,1,0
0,27,7,7,1,1,1,1,0
1,38,7,9,1,0,1,2,0
1,58,5,10,1,1,1,1,0
0,15,4,5,1,1,1,1,1
1,29,7,9,1,1,1,1,0
0,42,7,7,1,1,1,2,0
1,35,7,7,1,0,1,2,0
0,43,7,8,1,0,1,2,0
1,39,7,9,1,0,1,1,0
0,30,7,4,1,1,1,1,0
0,20,6,3,1,1,1,1,0
0,43,5,3,1,1,1,2,1
0,46,3,5,1,1,1,1,0
1,43,5,9,1,1,1,2,0
1,50,3,11,0,1,1,0,0
0,24,4,2,0,1,1,1,0
1,23,6,9,0,1,1,0,0
0,27,4,4,0,1,1,0,0
1,23,5,8,0,1,1,2,0
0,30,4,1,0,1,1,1,0
0,28,2,1,0,0,1,1,0
0,26,2,1,0,0,1,1,0
0,22,5,1,0,1,1,1,0
0,37,5,4,0,1,1,1,0
1,17,4,4,0,0,1,0,0
0,59,2,1,0,1,1,1,0
0,23,2,4,0,1,1,2,0
0,30,2,3,0,1,1,0,1
0,27,3,4,0,1,1,1,0
0,36,5,1,0,0,1,1,0
1,33,7,10,0,1,1,2,0
0,60,2,1,0,1,1,1,0
0,34,5,1,0,0,1,1,0
1,24,5,4,0,1,1,1,0
1,33,7,9,0,0,1,0,0
0,38,5,1,0,0,1,1,0
0,21,5,8,0,1,1,2,0
1,49,7,9,0,1,1,1,0
0,44,4,1,0,1,1,1,0
1,32,7,9,0,0,1,1,0
0,27,5,4,0,1,1,1,0
1,25,7,7,0,0,1,1,0
0,43,2,1,0,0,0,1,0
0,66,2,1,0,1,0,0,0
1,51,1,11,0,0,0,1,0
0,51,1,1,0,0,0,1,0
0,36,2,1,0,0,0,1,0
0,60,1,1,0,0,0,2,1
0,55,2,1,0,1,0,1,0
0,36,2,4,0,1,0,2,0
0,43,2,4,0,0,1,0,0
0,22,5,6,0,0,1,0,0
1,19,5,9,0,0,1,0,0
0,39,2,2,0,0,1,2,0
0,62,1,3,0,0,1,1,0
0,30,6,7,0,0,1,1,0
0,28,5,4,0,0,1,1,0
1,33,5,10,0,1,1,0,1
0,65,2,5,0,0,1,1,0
0,41,7,4,0,0,1,0,1
0,64,2,1,0,1,1,1,0
1,26,7,1,0,0,0,1,0
0,42,2,1,0,1,0,1,1
0,32,5,2,0,1,0,1,0
0,35,5,8,0,1,0,2,0
0,70,2,1,0,1,0,2,0
0,41,7,8,0,0,0,2,0
0,51,2,1,0,1,0,2,0
0,74,2,1,0,1,0,2,1
0,65,2,1,0,0,0,2,0
0,30,7,1,0,0,0,2,0
0,49,5,1,0,1,0,2,0
0,37,2,1,0,1,0,2,1
0,56,2,1,0,0,0,2,0
0,50,2,1,0,0,0,2,0
0,30,5,7,0,0,1,1,0
1,29,5,2,0,0,1,1,0
1,42,2,10,0,0,1,2,0
0,50,2,5,0,1,1,1,0
0,19,5,4,0,1,1,0,0
1,36,7,7,0,0,1,1,0
0,33,5,10,0,0,1,2,0
1,55,5,2,0,0,1,1,1
1,37,7,9,0,0,1,2,1
0,39,5,8,0,0,1,2,0
1,29,6,8,0,0,1,2,0
0,34,2,4,0,1,1,1,0
0,47,2,2,0,1,1,2,0
0,60,2,9,0,0,1,1,0
0,31,5,2,1,1,1,1,0
1,27,5,4,1,0,1,1,1
0,28,7,7,1,1,1,2,0
1,31,5,7,1,1,1,0,0
1,38,5,9,1,0,1,0,0
0,35,6,10,1,0,1,2,0
1,42,7,9,1,0,1,2,0
1,18,5,7,1,0,1,1,0
1,37,7,9,1,0,1,2,0
0,54,7,7,1,1,1,2,0
1,50,2,4,0,1,1,2,0
0,29,4,4,0,1,1,2,0
0,53,2,3,0,1,1,2,0
1,49,7,9,0,1,1,2,0
0,64,2,1,0,1,1,1,0
0,39,5,8,0,1,1,2,0
1,39,7,9,0,1,1,2,0
0,31,5,2,0,1,1,1,0
1,28,5,4,0,1,1,1,0
0,51,2,1,0,0,1,1,0
0,36,2,5,0,1,1,0,1
1,35,4,10,0,1,1,2,1
0,37,4,11,1,1,0,0,0
1,40,2,11,1,1,0,0,0
0,46,2,8,1,1,0,1,0
0,53,3,1,1,1,0,2,0
1,48,7,1,1,1,0,2,0
0,49,2,4,0,0,1,1,0
0,59,5,4,0,1,1,2,0
1,42,5,4,0,1,1,2,0
0,49,3,3,0,1,1,2,0
1,66,3,9,0,1,1,2,0
1,61,4,11,0,1,1,0,0
1,37,7,9,1,1,1,0,0
1,30,5,4,1,1,1,2,0
0,32,6,2,1,0,1,0,0
0,30,7,2,1,1,1,1,0
1,40,5,4,0,1,1,1,0
1,37,6,7,0,1,1,1,0
0,33,7,2,0,1,1,1,0
1,51,7,7,0,1,1,2,0
1,39,4,11,0,0,1,0,0
0,39,4,3,0,1,1,2,1
1,47,7,9,0,1,1,2,0
1,34,4,11,0,0,1,0,1
0,51,6,1,0,1,1,2,0
1,47,7,9,0,1,1,2,0
0,23,5,1,0,1,1,0,1
0,35,7,1,0,1,1,2,1
0,50,2,1,0,1,1,2,0
0,27,7,9,0,1,1,0,0
0,50,1,1,0,0,1,2,0
1,54,7,9,0,1,1,2,0
0,51,2,1,0,1,1,0,0
1,46,7,9,0,1,1,0,0
1,31,4,11,0,1,1,0,1
0,56,3,4,0,1,1,2,0
1,41,7,9,0,1,1,0,0
0,51,5,1,0,1,1,2,0
1,37,5,9,0,0,1,2,0
0,45,5,1,0,1,1,2,0
0,49,2,1,0,1,0,2,0
1,37,3,1,0,1,0,2,0
0,73,1,1,0,0,0,2,0
0,53,2,3,0,1,0,2,1
0,51,5,1,0,0,0,2,0
0,44,3,1,0,1,0,2,0
0,48,2,1,0,0,0,2,1
0,38,5,7,1,1,1,1,0
1,31,3,7,1,0,1,1,0
0,19,5,4,1,1,1,1,0
1,38,2,11,1,1,1,0,0
1,42,5,2,1,1,1,2,0
0,42,5,7,1,1,1,1,0
0,22,6,8,1,1,1,2,0
0,30,3,10,1,1,1,2,0
1,29,5,3,1,0,1,1,0
